Sensor,Timestamp,Acceleration x,Acceleration y,Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z
Right biceps;1,806841;-0,247314453125;-0,996826171875;0,10595703125;-3,34167480469;-61,9201660156;56,1065673828
Left shoulder;Right shoulder;Back pelvis;Front pelvis;1,813959;0,773681640625;-0,0771484375;-0,14013671875;25,9017944336;10,4141235352;-4,01306152344
Belly button;1,815165;0,38232421875;0,9208984375;-0,037353515625;-11,9934082031;22,5677490234;3,95202636719
Sternum;1,816264;0,55126953125;0,001708984375;0,701904296875;14,3127441406;-1,96075439453;0,030517578125
Head;1,818390;0,838623046875;-0,1904296875;0,171875;3,83758544922;-5,22613525391;-19,3176269531
Left thigh;1,819724;-0,286376953125;-1,33935546875;-0,07275390625;-0,137329101562;35,8352661133;51,2542724609
Left tibia;1,820820;-0,29248046875;-0,806396484375;-0,193115234375;46,6918945312;-97,7096557617;-1,89208984375
Left foot;1,821848;0,65966796875;0,19580078125;0,777099609375;77,4993896484;107,887268066;-4,25720214844
Right thigh;Right tibia;1,825011;0,2734375;-0,9912109375;0,17822265625;-4,43267822266;-8,1787109375;-69,5114135742
Right foot;1,826052;-0,0625;-0,516357421875;1,0341796875;-105,392456055;-65,8721923828;-51,3076782227
Left hand;1,827256;0,85888671875;0,064453125;0,09326171875;-3,51715087891;21,1563110352;-25,6958007812
Left forearm;1,829444;0,002685546875;-1,18310546875;0,12060546875;74,2797851562;93,75;-41,0842895508
Left biceps;1,830507;0,12939453125;-0,779296875;0,231201171875;9,58251953125;-42,8314208984;-23,193359375
Right hand;1,831827;0,882080078125;-0,440673828125;0,41357421875;-35,8505249023;-5,02777099609;11,7340087891
Right forearm;1,833869;-0,529052734375;-1,03393554688;0,469970703125;-1,81579589844;-35,758972168;66,8182373047
Right biceps;1,838731;-0,333984375;-0,982177734375;0,048095703125;1,73950195312;-98,2131958008;-1,70135498047
Left shoulder;Right shoulder;Back pelvis;Front pelvis;1,844944;0,88720703125;0,107177734375;0,046875;48,9654541016;22,5601196289;-11,0778808594
Belly button;1,846009;0,35791015625;0,749267578125;-0,069091796875;-6,93511962891;14,3356323242;22,0108032227
Sternum;1,847123;0,544921875;-0,00244140625;0,701904296875;13,8702392578;-1,45721435547;-1,35803222656
Head;1,848196;0,956787109375;-0,162353515625;0,18505859375;6,49261474609;-11,5127563477;-20,5383300781
Left thigh;1,850298;-0,208251953125;-0,9443359375;-0,017333984375;-7,11822509766;9,62829589844;50,3387451172
Left tibia;1,851382;0,1826171875;-0,24755859375;-0,51171875;83,3587646484;-122,978210449;-75,6149291992
Left foot;1,852446;0,71923828125;0,12109375;1,19140625;54,8248291016;63,4536743164;-50,6134033203
Right thigh;Right tibia;1,855654;0,330810546875;-1,01806640625;0,145263671875;-6,55364990234;4,97436523438;-80,0018310547
Right foot;1,856733;-0,198486328125;-0,597900390625;0,90771484375;12,3672485352;-179,45098877;-61,6836547852
Left hand;1,857775;0,85595703125;0,039794921875;0,08740234375;-7,29370117188;17,9824829102;-18,310546875
Left forearm;1,858844;-0,08642578125;-0,919921875;0,060791015625;79,0557861328;60,8291625977;-45,6237792969
Left biceps;1,860942;0,186279296875;-0,7470703125;0,250732421875;0,953674316406;-38,5208129883;-9,58251953125
Right hand;1,861986;0,90771484375;-0,49658203125;0,427978515625;-27,6031494141;-5,65338134766;18,8827514648
Right forearm;1,863086;-0,529541015625;-1,17016601562;0,456298828125;3,89099121094;-59,6466064453;68,3898925781
Right biceps;1,864132;-0,274658203125;-1,1044921875;0,04296875;15,2435302734;-129,768371582;13,8778686523
Left shoulder;Right shoulder;Back pelvis;Front pelvis;1,869420;1,10522460938;0,431396484375;-0,156494140625;-21,6217041016;-11,4669799805;-10,7116699219
Belly button;1,871566;0,481689453125;0,9072265625;0,1396484375;-6,79779052734;-9,77325439453;10,5895996094
Sternum;1,872638;0,556640625;0,016845703125;0,747314453125;14,1525268555;-4,49371337891;-1,51824951172
Head;1,873688;0,9384765625;-0,175048828125;0,185302734375;8,7890625;-13,2446289062;-18,7606811523
Left thigh;1,875103;-0,033447265625;-0,98779296875;-0,21630859375;-9,04083251953;-11,0931396484;61,6836547852
Left tibia;1,877302;0,332275390625;-0,27978515625;-0,165771484375;47,0809936523;-7,8125;-134,719848633
Left foot;1,878406;1,18627929688;0,1259765625;1,67358398438;163,604736328;36,2396240234;-112,182617188
Right thigh;Right tibia;1,880649;0,178466796875;-1,07958984375;0,108642578125;-10,9329223633;-38,3377075195;-90,0039672852
Right foot;1,882764;-0,012451171875;-0,543212890625;0,78857421875;120,719909668;-189,567565918;38,4292602539
Left hand;1,883803;0,86328125;0,0380859375;0,10205078125;-13,6795043945;9,54437255859;-7,78961181641
Left forearm;1,884845;-0,052734375;-0,760498046875;0,088134765625;71,1364746094;15,5563354492;-55,4351806641
Left biceps;1,885889;0,211669921875;-0,783935546875;0,256591796875;-8,88061523438;0,869750976562;-8,30841064453
Right hand;1,887979;0,974365234375;-0,48046875;0,430419921875;1,08337402344;-4,08935546875;21,2326049805
Right forearm;1,889025;-0,335205078125;-0,939208984375;0,314453125;8,72039794922;-77,7740478516;89,1799926758
Right biceps;1,890113;-0,099609375;-1,21630859375;0,12109375;28,5186767578;-119,842529297;60,8291625977
Left shoulder;Right shoulder;Back pelvis;Front pelvis;1,895378;0,902099609375;0,019775390625;-0,147216796875;-13,6337280273;2,28881835938;-9,07135009766
Belly button;1,896444;0,36083984375;1,07275390625;0,008056640625;0,999450683594;9,71221923828;-38,3453369141
Sternum;1,898518;0,578125;0,01708984375;0,764404296875;8,87298583984;2,52532958984;-5,90515136719
Head;1,899630;1,05834960938;-0,18505859375;0,17138671875;13,8092041016;-15,6936645508;-16,4489746094
Left thigh;1,900712;0,072998046875;-0,8955078125;-0,19921875;-14,5568847656;12,7868652344;54,9621582031
Left tibia;1,901785;-0,15673828125;-0,617431640625;-0,197998046875;46,8063354492;48,7594604492;-223,266601562
Left foot;1,904317;1,63598632812;-1,03784179688;0,654541015625;95,2987670898;53,8482666016;-154,731750488
Right thigh;Right tibia;1,907947;0,32177734375;-1,08471679688;0,153564453125;-10,4141235352;-35,2249145508;-104,766845703
Right foot;1,908997;-2,0;-1,22778320312;1,58813476562;234,252929688;-20,8358764648;-28,6636352539
Left hand;1,912341;0,9013671875;0,045654296875;0,116943359375;-18,9514160156;-0,0686645507812;2,64739990234
Left forearm;1,923431;0,11181640625;-0,775634765625;0,139892578125;64,6057128906;16,4566040039;-48,0880737305
Left biceps;1,925368;0,171875;-0,883544921875;0,283203125;-11,0244750977;12,2528076172;-10,4064941406
Right hand;1,926987;1,03588867188;-0,4228515625;0,436767578125;11,116027832;1,39617919922;24,169921875
Right forearm;1,929847;-0,359130859375;-1,12744140625;0,28662109375;7,14111328125;-85,6781005859;86,1968994141
Right biceps;1,932881;-0,103515625;-0,9736328125;0,165283203125;31,7306518555;-76,6143798828;28,7475585938
Left shoulder;Right shoulder;Back pelvis;Front pelvis;1,944308;0,705322265625;-0,1015625;-0,111572265625;-21,0266113281;25,1922607422;1,35040283203
Belly button;1,945712;0,334228515625;0,901611328125;0,013671875;-20,9884643555;8,68225097656;-17,7001953125
Sternum;1,947281;0,69677734375;0,04638671875;0,923828125;6,98852539062;7,08770751953;-5,58471679688
Head;1,953473;1,05151367188;-0,159912109375;0,1708984375;20,1187133789;-18,7149047852;-15,0833129883
Left thigh;1,955163;0,140380859375;-0,926513671875;-0,13623046875;-7,37762451172;40,4663085938;44,3572998047
Left tibia;1,956670;-0,22021484375;-0,773681640625;-0,267578125;22,6745605469;87,9592895508;-250,0
Left foot;1,959952;1,99993896484;-1,22583007812;0,04248046875;50,0259399414;15,8309936523;-80,7113647461
Right thigh;Right tibia;1,965981;0,314453125;-1,09936523438;0,256591796875;-16,1666870117;-3,32641601562;-129,096984863
Right foot;1,967580;-2,0;-0,385986328125;1,6767578125;87,6617431641;114,303588867;-57,4798583984
Left hand;1,969527;0,959716796875;0,03759765625;0,171142578125;-19,8745727539;-3,06701660156;10,7727050781
Left forearm;1,972157;0,1240234375;-0,786376953125;0,1240234375;56,5795898438;28,1295776367;-38,0096435547
Left biceps;1,973354;0,15234375;-0,892822265625;0,269775390625;-10,3378295898;3,25012207031;-8,84246826172
Right hand;1,974597;1,0908203125;-0,3974609375;0,397216796875;9,01794433594;6,93511962891;27,1148681641
Right forearm;1,976072;-0,3017578125;-1,10815429688;0,320068359375;20,0347900391;-96,4965820312;82,5653076172
Right biceps;1,978434;-0,22998046875;-0,806640625;0,143310546875;46,2875366211;4,81414794922;25,9399414062
Left shoulder;Right shoulder;Back pelvis;Front pelvis;1,984690;0,72216796875;0,03955078125;-0,041015625;-8,19396972656;12,5198364258;-5,67626953125
Belly button;1,986202;0,31103515625;0,77197265625;0,155029296875;-42,6635742188;-11,1923217773;6,64520263672
Sternum;1,987670;0,72998046875;0,114013671875;0,93994140625;5,72967529297;15,1672363281;-11,3372802734
Head;1,988934;1,07592773438;-0,12548828125;0,1826171875;26,5960693359;-18,5241699219;-12,6876831055
Left thigh;1,991313;-0,045166015625;-0,936279296875;-0,060302734375;-13,5116577148;32,8140258789;40,8096313477
Left tibia;1,992498;-0,27001953125;-1,03955078125;-0,18603515625;38,0477905273;38,4368896484;-250,0
Left foot;1,993674;1,96435546875;-1,01684570312;-0,275390625;-12,7029418945;91,4154052734;-65,3076171875
Right thigh;Right tibia;1,997180;-0,066650390625;-1,52709960938;0,495849609375;-16,9067382812;0,0152587890625;-153,343200684
Right foot;1,998354;-1,42236328125;-0,428466796875;0,6982421875;159,790039062;151,397705078;2,18200683594
Left hand;1,999668;1,01904296875;0,015380859375;0,21044921875;-17,463684082;-3,12805175781;18,5852050781
Left forearm;2,000875;0,14306640625;-0,84326171875;0,1376953125;44,6166992188;29,9682617188;-26,7639160156
Left biceps;2,003247;0,16162109375;-0,875244140625;0,27001953125;-12,5122070312;-8,65936279297;-1,54113769531
Right hand;2,004402;1,25659179688;-0,406494140625;0,373779296875;13,9465332031;15,7012939453;22,6669311523
Right forearm;2,005565;-0,149658203125;-0,935302734375;0,315185546875;20,881652832;-50,2777099609;75,9963989258
Right biceps;2,006729;-0,241943359375;-0,71923828125;0,1455078125;30,9829711914;-19,1116333008;19,0277099609
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,012660;1,03491210938;0,161376953125;0,1103515625;-19,7296142578;-2,53295898438;-0,67138671875
Belly button;2,015102;0,3076171875;0,684814453125;0,130126953125;-49,8046875;1,62506103516;3,18145751953
Sternum;2,016297;0,98486328125;0,091552734375;1,07348632812;0,0;5,02014160156;-7,79724121094
Head;2,017477;1,69995117188;-0,072998046875;0,083251953125;29,6325683594;-28,9916992188;-11,3677978516
Left thigh;2,018698;-0,0859375;-0,96044921875;-0,03857421875;-7,72094726562;15,5944824219;40,2755737305
Left tibia;2,021062;-0,22705078125;-1,15551757812;-0,27294921875;47,5082397461;-7,96508789062;-250,0
Left foot;2,022231;1,41796875;-0,506103515625;0,145263671875;-81,5353393555;39,0396118164;-69,9844360352
Right thigh;Right tibia;2,024657;-0,055908203125;-1,56860351562;0,405517578125;-20,5688476562;27,946472168;-175,895690918
Right foot;2,027079;-0,910888671875;-0,335205078125;0,626708984375;93,1549072266;168,968200684;-56,3735961914
Left hand;2,028582;1,07861328125;0,012939453125;0,25439453125;-14,1372680664;-1,09100341797;28,6865234375
Left forearm;2,029829;0,13525390625;-0,92333984375;0,1298828125;34,3704223633;23,7731933594;-9,62066650391
Left biceps;2,031107;0,15478515625;-1,05249023438;0,244873046875;-13,6566162109;-23,3001708984;6,85882568359
Right hand;2,034254;1,29370117188;-0,4189453125;0,36474609375;32,470703125;24,2233276367;12,1536254883
Right forearm;2,035671;-0,17626953125;-0,681640625;0,169189453125;17,2805786133;-10,3454589844;70,5795288086
Right biceps;2,036844;-0,208251953125;-0,679443359375;0,1796875;12,8479003906;-8,65936279297;13,8168334961
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,042745;1,05810546875;0,169677734375;0,09619140625;-26,8783569336;5,64575195312;1,49536132812
Belly button;2,043912;0,39453125;0,758056640625;0,13671875;-9,34600830078;3,84521484375;-14,1525268555
Sternum;2,046229;0,895263671875;0,192138671875;0,834228515625;-8,26263427734;11,8789672852;-14,4805908203
Head;2,047451;1,19409179688;0,066650390625;0,28662109375;24,6047973633;-2,55584716797;-8,62884521484
Left thigh;2,048610;-0,091796875;-0,99072265625;-0,063720703125;-1,06048583984;6,43157958984;38,2843017578
Left tibia;2,049762;0,23779296875;-1,22778320312;-0,120849609375;-2,54058837891;-2,18200683594;-250,0
Left foot;2,052177;1,06323242188;-2,0;-0,435302734375;-184,127807617;-192,886352539;69,0078735352
Right thigh;Right tibia;2,054495;0,5361328125;-0,6064453125;0,300537109375;-24,2767333984;-45,9747314453;-110,565185547
Right foot;2,055736;-0,552001953125;-0,296142578125;0,901611328125;36,9644165039;171,913146973;-65,9103393555
Left hand;2,058093;1,1689453125;-0,057861328125;0,23193359375;-0,030517578125;6,25610351562;33,088684082
Left forearm;2,059255;0,050537109375;-0,94921875;0,077880859375;21,0800170898;4,14276123047;7,07244873047
Left biceps;2,060418;0,14013671875;-1,17236328125;0,28515625;-15,0833129883;-39,8254394531;7,33184814453
Right hand;2,061571;1,1943359375;-0,405517578125;0,298828125;40,0619506836;40,0466918945;7,04956054688
Right forearm;2,071324;-0,18896484375;-0,632568359375;0,1630859375;15,4418945312;-13,2675170898;63,4918212891
Right biceps;2,073005;-0,271240234375;-0,732177734375;0,194580078125;25,6881713867;-15,1977539062;3,70025634766
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,091020;1,03442382812;0,24169921875;0,010986328125;-21,3775634766;4,8828125;-9,23156738281
Belly button;2,092677;0,406005859375;0,943115234375;0,181884765625;19,9127197266;-13,9846801758;-4,7607421875
Sternum;2,094263;0,71484375;0,1171875;0,618896484375;-22,3693847656;7,46917724609;-14,3814086914
Head;2,097247;0,8515625;0,12548828125;0,276611328125;15,6326293945;-2,34985351562;-2,46429443359
Left thigh;2,098898;-0,05419921875;-1,03051757812;-0,1376953125;4,54711914062;7,32421875;33,0963134766
Left tibia;2,100496;0,140625;-1,4716796875;-0,114501953125;-28,8772583008;63,5604858398;-126,121520996
Left foot;2,104183;1,90014648438;0,39306640625;1,23413085938;-214,469909668;-15,6936645508;-53,5202026367
Right thigh;Right tibia;2,111782;1,05590820312;-0,970458984375;-0,81298828125;-28,3660888672;-160,972595215;-16,9219970703
Right foot;2,113336;-0,3017578125;-0,30712890625;1,18774414062;2,73895263672;166,885375977;-50,5294799805
Left hand;2,114983;1,35815429688;-0,14013671875;0,235595703125;41,8853759766;10,5514526367;47,0809936523
Left forearm;2,117673;0,0263671875;-1,02368164062;0,061279296875;3,16619873047;-18,5470581055;13,8092041016
Left biceps;2,118897;0,305419921875;-1,34790039062;0,2099609375;-23,9334106445;-30,7083129883;18,3029174805
Right hand;2,120133;0,99951171875;-0,368896484375;0,23876953125;25,634765625;48,2025146484;21,8200683594
Right forearm;2,121306;-0,177978515625;-0,66162109375;0,2080078125;11,9705200195;-16,242980957;51,513671875
Right biceps;2,123922;-0,33447265625;-0,798095703125;0,225341796875;7,17926025391;8,01849365234;-11,3906860352
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,129998;0,98583984375;0,189453125;0,0234375;-23,193359375;-0,801086425781;-13,9770507812
Belly button;2,131322;0,428466796875;1,0029296875;0,14208984375;5,95855712891;-7,58361816406;1,42669677734
Sternum;2,132642;0,79833984375;0,13232421875;0,702880859375;-19,8822021484;0,350952148438;-8,24737548828
Head;2,135033;1,060546875;0,113525390625;0,2236328125;12,7258300781;-7,23266601562;2,3193359375
Left thigh;2,140082;0,179443359375;-1,09692382812;-0,02587890625;5,92041015625;3,43322753906;15,6707763672
Left tibia;2,142587;-0,13916015625;-1,03344726562;-0,396484375;-83,8470458984;128,913879395;-8,04138183594
Left foot;2,144106;1,02783203125;0,715576171875;1,14624023438;-114,868164062;-60,5773925781;6,95037841797
Right thigh;Right tibia;2,148088;0,658203125;-0,433837890625;0,103271484375;-24,2080688477;190,124511719;-18,0969238281
Right foot;2,149316;-0,148681640625;-0,19580078125;1,33666992188;-52,5741577148;152,313232422;-35,5987548828
Left hand;2,150522;1,35034179688;-0,05126953125;0,18115234375;66,2307739258;2,09045410156;63,2858276367
Left forearm;2,151809;0,090576171875;-1,27099609375;0,0888671875;-22,2473144531;-35,9649658203;29,7622680664
Left biceps;2,154172;0,287109375;-1,37524414062;0,1904296875;-28,0303955078;-16,1895751953;22,0718383789
Right hand;2,155357;0,946533203125;-0,360107421875;0,176513671875;24,4140625;46,3333129883;37,1780395508
Right forearm;2,156522;-0,158203125;-0,68212890625;0,248291015625;8,59069824219;-9,91821289062;30,3649902344
Right biceps;2,157740;-0,3515625;-0,898681640625;0,25146484375;-4,49371337891;13,9694213867;-26,9622802734
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,163697;1,17578125;0,208251953125;0,156494140625;-29,2663574219;2,55584716797;-24,1394042969
Belly button;2,166049;0,087158203125;0,992919921875;0,0234375;-4,58526611328;-8,16345214844;-18,3181762695
Sternum;2,167227;0,8544921875;0,115966796875;0,807373046875;-18,6538696289;-3,06701660156;-8,59069824219
Head;2,168403;1,05346679688;0,100341796875;0,215576171875;10,5514526367;4,39453125;8,46099853516
Left thigh;2,169560;0,351318359375;-1,19018554688;-0,180908203125;9,40704345703;-2,62451171875;2,44903564453
Left tibia;2,171971;-0,27392578125;-1,24609375;-0,402587890625;-97,2213745117;90,202331543;97,3587036133
Left foot;2,173139;0,314453125;-0,072021484375;1,13427734375;-28,1143188477;-39,8788452148;10,7650756836
Right thigh;Right tibia;2,175517;0,072509765625;-0,268310546875;0,127685546875;5,24139404297;93,5287475586;135,597229004
Right foot;2,177880;-0,080322265625;-0,408935546875;1,47143554688;-64,2318725586;146,209716797;7,02667236328
Left hand;2,179106;1,02124023438;0,150146484375;0,115966796875;72,9370117188;-15,5792236328;67,4591064453
Left forearm;2,180293;-0,003662109375;-1,2255859375;0,11767578125;-36,5447998047;-45,5856323242;41,5420532227
Left biceps;2,181458;0,0869140625;-1,08178710938;0,085205078125;-19,9279785156;18,7835693359;32,096862793
Right hand;2,183949;0,997802734375;-0,4111328125;0,125244140625;67,5964355469;30,1132202148;51,1779785156
Right forearm;2,185129;-0,162109375;-0,7451171875;0,263671875;3,37219238281;13,557434082;1,02233886719
Right biceps;2,186307;-0,294189453125;-0,982421875;0,24560546875;-10,7269287109;9,97161865234;-35,3088378906
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,192700;1,26782226562;0,194091796875;-0,052001953125;-20,9808349609;-12,4893188477;-11,0397338867
Belly button;2,193883;0,398681640625;0,994140625;-0,020751953125;-6,87408447266;36,3388061523;7,56072998047
Sternum;2,196396;0,731201171875;0,098388671875;0,75048828125;-19,3557739258;0,381469726562;-4,92858886719
Head;2,197592;0,94189453125;0,093505859375;0,20068359375;8,52966308594;12,5732421875;17,3492431641
Left thigh;2,198771;0,38525390625;-1,33813476562;-0,302978515625;22,9949951172;12,0544433594;-22,819519043
Left tibia;2,199936;0,0556640625;-1,01831054688;0,52294921875;-48,5229492188;43,6477661133;118,103027344
Left foot;2,202273;0,2919921875;0,06787109375;0,9443359375;-1,28173828125;-36,6592407227;12,7792358398
Right thigh;Right tibia;2,204646;0,404052734375;-0,433349609375;0,08544921875;3,44085693359;47,0581054688;199,569702148
Right foot;2,205791;1,00170898438;-0,71240234375;1,99993896484;-52,6962280273;202,812194824;136,016845703
Left hand;2,208218;0,766845703125;0,24755859375;0,093505859375;75,4241943359;-31,1279296875;48,9044189453
Left forearm;2,209416;-0,05224609375;-0,758544921875;0,2021484375;-48,1033325195;-46,7758178711;25,0930786133
Left biceps;2,210561;0,09228515625;-1,12255859375;0,091064453125;-4,95910644531;27,5268554688;28,7933349609
Right hand;2,211946;1,01171875;-0,3359375;0,084716796875;115,06652832;12,0315551758;55,2368164062
Right forearm;2,214303;-0,201171875;-0,797119140625;0,33251953125;1,23596191406;15,0604248047;-19,1421508789
Right biceps;2,215523;-0,178466796875;-1,21069335938;0,246826171875;-16,2658691406;31,4331054688;-39,680480957
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,232208;1,40625;0,0673828125;-0,407470703125;-6,59942626953;-34,4772338867;-7,34710693359
Belly button;2,234001;0,2919921875;0,75146484375;0,063232421875;-16,2887573242;-28,1219482422;18,0358886719
Sternum;2,235546;0,512939453125;0,038818359375;0,60791015625;-16,9219970703;2,77709960938;0,473022460938
Head;2,238447;0,893310546875;0,0615234375;0,172607421875;4,47082519531;20,6985473633;26,3977050781
Left thigh;2,243944;0,0908203125;-1,30078125;0,234619140625;48,698425293;35,5377197266;-56,3201904297
Left tibia;2,245485;0,1220703125;-1,02099609375;-0,881591796875;-139,915466309;153,244018555;92,8344726562
Left foot;2,246935;0,362060546875;0,05810546875;0,91650390625;-12,9623413086;-22,331237793;13,6642456055
Right thigh;Right tibia;2,251679;0,427734375;-0,584716796875;0,146240234375;7,16400146484;41,0232543945;236,206054688
Right foot;2,256068;1,99993896484;-0,277587890625;0,673095703125;-10,0708007812;119,117736816;103,080749512
Left hand;2,257566;0,74560546875;0,2080078125;0,117919921875;81,4208984375;-30,6625366211;20,378112793
Left forearm;2,260894;0,1142578125;-1,00390625;0,274169921875;-59,3109130859;-28,6483764648;36,0260009766
Left biceps;2,263924;0,068603515625;-0,99658203125;0,114013671875;-9,40704345703;29,8461914062;27,1377563477
Right hand;2,265399;1,0986328125;-0,1552734375;0,087890625;125,282287598;-5,37109375;58,0139160156
Right forearm;2,269506;-0,166259765625;-0,881591796875;0,40185546875;-0,625610351562;21,9497680664;-34,7366333008
Right biceps;2,272840;-0,208251953125;-1,16772460938;0,314208984375;-13,0767822266;70,3964233398;-30,3573608398
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,279451;1,15209960938;-0,047119140625;-0,246337890625;-13,8168334961;21,3012695312;-0,778198242188
Belly button;2,280677;0,18115234375;0,674560546875;0,167724609375;11,2686157227;-8,544921875;1,24359130859
Sternum;2,281857;0,48291015625;0,072265625;0,552001953125;-16,2124633789;3,51715087891;3,38745117188
Head;2,283193;0,848388671875;0,018798828125;0,163330078125;0,946044921875;26,1535644531;29,655456543
Left thigh;2,285624;0,22021484375;-1,021484375;0,18408203125;63,7817382812;-39,1693115234;-107,124328613
Left tibia;2,286852;-0,61181640625;-1,29956054688;0,05517578125;-15,5410766602;-19,9127197266;77,7282714844
Left foot;2,288059;0,386962890625;-0,073974609375;0,9755859375;-4,46319580078;2,48718261719;10,8795166016
Right thigh;Right tibia;2,291692;0,486572265625;-0,646484375;0,29052734375;-3,86047363281;61,2335205078;249,992370605
Right foot;2,292878;1,99993896484;-0,771484375;0,58544921875;-43,4265136719;46,4782714844;38,0859375
Left hand;2,294044;0,8662109375;0,23583984375;0,213134765625;57,2738647461;-28,0303955078;11,4212036133
Left forearm;2,295216;0,050537109375;-1,12768554688;0,2490234375;-59,0667724609;-12,6113891602;51,26953125
Left biceps;2,297630;0,079833984375;-0,845458984375;0,115234375;-14,2135620117;31,6390991211;31,1126708984
Right hand;2,298815;0,941162109375;-0,251220703125;0,302978515625;26,969909668;13,069152832;83,6715698242
Right forearm;2,299988;-0,190185546875;-0,909912109375;0,429931640625;-2,13623046875;38,7344360352;-46,989440918
Right biceps;2,301147;-0,111328125;-0,923583984375;0,196044921875;-25,8560180664;91,2017822266;-40,1458740234
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,307673;0,755615234375;0,304443359375;-0,240966796875;-33,1192016602;6,60705566406;7,38525390625
Belly button;2,310096;0,211181640625;0,765380859375;0,13427734375;10,2386474609;-2,63214111328;12,3443603516
Sternum;2,311273;0,50732421875;0,125732421875;0,6005859375;-12,8860473633;6,30187988281;2,69317626953
Head;2,312436;0,802490234375;-0,044189453125;0,18017578125;1,85394287109;21,8887329102;32,5698852539
Left thigh;2,313604;-0,348876953125;-1,087890625;-0,343994140625;19,4778442383;-63,7741088867;-134,811401367
Left tibia;2,315959;-0,180908203125;-1,37939453125;-0,013427734375;21,6979980469;-111,16027832;49,9114990234
Left foot;2,317118;0,32568359375;0,017822265625;0,996826171875;-7,98034667969;6,62231445312;0,244140625
Right thigh;Right tibia;2,319482;0,3603515625;-1,05688476562;0,280517578125;12,4664306641;-1,05285644531;249,992370605
Right foot;2,321874;1,99993896484;-0,50634765625;0,9501953125;-40,6723022461;-29,3273925781;27,5573730469
Left hand;2,323104;0,98876953125;0,22412109375;0,2626953125;-10,4446411133;-18,6462402344;25,1312255859
Left forearm;2,324295;-0,037109375;-0,975830078125;0,201416015625;-59,1278076172;-17,3263549805;48,6755371094
Left biceps;2,325470;0,044921875;-0,748291015625;0,076171875;-5,06591796875;24,543762207;35,5834960938
Right hand;2,327868;0,933349609375;-0,393310546875;0,16845703125;12,092590332;20,9350585938;84,3963623047
Right forearm;2,329027;-0,311279296875;-1,20288085938;0,46142578125;-10,0708007812;53,6575317383;-72,4411010742
Right biceps;2,330191;-0,10302734375;-0,908447265625;0,150634765625;-25,5889892578;68,8095092773;-49,0798950195
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,337878;1,24755859375;0,076416015625;-0,002685546875;4,60815429688;-19,2565917969;7,60650634766
Belly button;2,339132;0,032470703125;0,512939453125;0,20849609375;108,940124512;-53,6651611328;15,5258178711
Sternum;2,341483;0,526123046875;0,11474609375;0,662353515625;-11,3296508789;6,64520263672;-0,06103515625
Head;2,342708;0,81689453125;-0,066650390625;0,206787109375;6,591796875;12,4740600586;29,2587280273
Left thigh;2,343885;-0,05859375;-1,4814453125;-0,12939453125;13,9923095703;-13,6489868164;-128,66973877
Left tibia;2,345380;1,11401367188;-0,563232421875;-0,166748046875;-38,2080078125;57,3577880859;33,2641601562
Left foot;2,347993;0,3046875;0,088623046875;0,97265625;-11,2075805664;-17,5170898438;-10,6735229492
Right thigh;Right tibia;2,350386;0,625;-1,2998046875;0,300048828125;29,0603637695;-38,8336181641;249,992370605
Right foot;2,351657;-1,38525390625;1,84350585938;-1,68115234375;113,121032715;-172,68371582;-14,8620605469
Left hand;2,354013;1,01538085938;0,1240234375;0,2431640625;-49,6292114258;-5,98907470703;43,9376831055
Left forearm;2,355196;-0,04150390625;-0,756103515625;0,22265625;-65,8416748047;-41,5649414062;39,6118164062
Left biceps;2,356375;0,094482421875;-0,693603515625;-0,001953125;1,86920166016;34,0194702148;27,2369384766
Right hand;2,357523;0,906982421875;-0,33984375;0,14111328125;26,5426635742;38,0935668945;82,0159912109
Right forearm;2,359953;-0,31298828125;-0,943603515625;0,455810546875;-3,24249267578;50,8346557617;-85,6552124023
Right biceps;2,361143;-0,203857421875;-1,02368164062;0,190185546875;-28,7628173828;72,0291137695;-36,2701416016
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,367126;1,03051757812;-0,1416015625;-0,01904296875;24,8718261719;-1,87683105469;11,7034912109
Belly button;2,375268;0,289306640625;0,886474609375;0,188232421875;14,778137207;0,160217285156;12,1383666992
Sternum;2,380090;0,550537109375;0,1279296875;0,7548828125;-6,62231445312;10,7803344727;-1,71661376953
Head;2,383352;0,918212890625;-0,061767578125;0,2216796875;7,92694091797;4,89044189453;21,4996337891
Left thigh;2,384768;0,19287109375;-1,38549804688;-0,03271484375;17,8833007812;-25,4287719727;-110,664367676
Left tibia;2,386148;-0,13525390625;-1,11352539062;-0,195556640625;-11,5585327148;14,4119262695;28,8925170898
Left foot;2,389277;0,338623046875;-0,0166015625;0,9853515625;-11,344909668;-10,6048583984;4,94384765625
Right thigh;Right tibia;2,397404;0,765380859375;-1,38891601562;-0,197998046875;27,6184082031;-42,8924560547;248,840332031
