Sensor,Timestamp,Acceleration x,Acceleration y,Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z
Left foot;0,358953;0,19921875;-0,4287109375;0,883544921875;-3,98254394531;2,01416015625;0,518798828125
Right thigh;Right tibia;0,368188;0,209716796875;-0,936279296875;0,2294921875;-3,56292724609;3,95202636719;-0,0457763671875
Right foot;0,369618;0,190185546875;-0,393798828125;0,908935546875;-1,74713134766;1,55639648438;-0,0457763671875
Left hand;0,371060;0,985595703125;0,149658203125;0,239013671875;-1,0986328125;0,244140625;2,95257568359
Left forearm;0,372377;0,039794921875;-0,946533203125;0,223388671875;-3,05938720703;0,663757324219;0,06103515625
Left biceps;0,375386;0,098388671875;-0,954833984375;0,201904296875;-1,99127197266;0,564575195312;-1,11389160156
Right hand;0,376806;1,38842773438;-0,27099609375;0,279052734375;12,6113891602;43,0603027344;-25,2151489258
Right forearm;0,379585;-0,1875;-0,884765625;0,369873046875;5,7373046875;10,1089477539;2,22778320312
Right biceps;0,380843;-0,273681640625;-0,90380859375;0,208984375;-2,8076171875;2,04467773438;-2,28118896484
Left shoulder;Right shoulder;Back pelvis;Front pelvis;0,386200;1,00537109375;0,200439453125;0,065673828125;-1,87683105469;-2,79235839844;-0,312805175781
Belly button;0,388588;0,3818359375;0,92333984375;0,21875;1,24359130859;-1,80053710938;-3,13568115234
Sternum;0,389719;0,69775390625;0,095703125;0,74365234375;0,701904296875;-4,81414794922;-1,86157226562
Head;4,909428;0,880615234375;-0,032958984375;0,32666015625;-1,72424316406;-3,58581542969;18,6614990234
Left thigh;0,392002;-0,1669921875;-0,95166015625;-0,107666015625;-0,457763671875;1,51062011719;6,31713867188
Left tibia;0,394084;0,340087890625;-0,9267578125;-0,058837890625;-0,640869140625;1,28173828125;1,27410888672
Left foot;0,395614;0,205078125;-0,426513671875;0,892578125;-2,89154052734;1,99127197266;-0,259399414062
Right thigh;Right tibia;0,400090;0,224365234375;-0,931640625;0,2265625;-3,04412841797;5,72204589844;0,0839233398438
Right foot;0,403699;0,19140625;-0,391357421875;0,904541015625;-2,06756591797;1,43432617188;0,0457763671875
Left hand;0,404805;0,98681640625;0,15087890625;0,23876953125;-0,0762939453125;0,663757324219;2,28118896484
Left forearm;0,405882;0,03662109375;-0,945068359375;0,229736328125;-3,54766845703;1,31225585938;1,01470947266
Left biceps;0,406958;0,08935546875;-0,947021484375;0,2060546875;-2,71606445312;0,175476074219;-0,762939453125
Right hand;0,409401;1,25390625;-0,321533203125;0,26220703125;21,5835571289;43,2739257812;-11,8637084961
Right forearm;0,410516;-0,179931640625;-0,89599609375;0,38916015625;8,30841064453;18,9514160156;4,24957275391
Right biceps;0,411676;-0,273681640625;-0,89697265625;0,2109375;-2,47955322266;2,78472900391;-2,94494628906
Left shoulder;Right shoulder;Back pelvis;Front pelvis;0,417036;1,0068359375;0,19189453125;0,0703125;-0,701904296875;-2,98309326172;0,0381469726562
Belly button;0,418116;0,381591796875;0,925048828125;0,227294921875;0,930786132812;-1,80816650391;-2,67028808594
Sternum;0,420341;0,6748046875;0,0966796875;0,735107421875;-0,251770019531;-5,57708740234;-2,06756591797
Head;4,938551;0,859130859375;-0,06396484375;0,33251953125;-5,69915771484;-6,19506835938;15,4266357422
Left thigh;0,422471;-0,13818359375;-0,96484375;-0,118408203125;-1,87683105469;-1,220703125;2,82287597656
Left tibia;0,423563;0,3427734375;-0,926025390625;-0,0556640625;-0,556945800781;0,930786132812;1,29699707031
Left foot;0,425669;0,206787109375;-0,424560546875;0,890869140625;-2,01416015625;1,61743164062;-0,30517578125
Right thigh;Right tibia;0,427905;0,19580078125;-0,93408203125;0,227783203125;-3,49426269531;6,72912597656;-0,259399414062
Right foot;0,428966;0,192138671875;-0,39306640625;0,908203125;-2,52532958984;1,44195556641;0,167846679688
Left hand;0,431107;0,994140625;0,149658203125;0,2392578125;0,419616699219;1,11389160156;1,73950195312
Left forearm;0,432150;0,040283203125;-0,95166015625;0,23193359375;-3,54766845703;2,32696533203;1,15966796875
Left biceps;0,433217;0,0966796875;-0,94287109375;0,201416015625;-3,05938720703;-0,831604003906;-0,259399414062
Right hand;0,434281;1,09985351562;-0,1611328125;0,16357421875;36,8881225586;22,0642089844;-14,0533447266
Right forearm;0,436399;-0,182373046875;-0,894775390625;0,378662109375;9,69696044922;22,9644775391;6,92749023438
Right biceps;0,437445;-0,276123046875;-0,899658203125;0,2099609375;-3,21960449219;2,77709960938;-3,76892089844
Left shoulder;Right shoulder;Back pelvis;Front pelvis;0,442889;1,00219726562;0,201171875;0,06787109375;0,343322753906;-2,70080566406;0,686645507812
Belly button;0,443939;0,385498046875;0,921875;0,224365234375;1,29699707031;-2,3193359375;-2,13623046875
Sternum;0,444987;0,6533203125;0,096435546875;0,734375;-0,770568847656;-8,57543945312;-0,518798828125
Head;4,996673;0,993408203125;-0,082763671875;0,32568359375;-7,04956054688;-10,1165771484;9,04083251953
Left thigh;0,448960;-0,15234375;-0,960205078125;-0,12890625;-1,71661376953;-3,26538085938;2,79235839844
Left tibia;0,450971;0,3466796875;-0,9228515625;-0,062744140625;-0,579833984375;1,48773193359;1,47247314453
Left foot;0,452208;0,199951171875;-0,414794921875;0,895263671875;-2,29644775391;1,64794921875;0,0991821289062
Right thigh;Right tibia;0,455421;0,177978515625;-0,94384765625;0,2275390625;-4,0283203125;9,67407226562;-3,48663330078
Right foot;0,456460;0,184326171875;-0,388671875;0,909912109375;-2,76184082031;1,77001953125;-0,0228881835938
Left hand;0,457499;0,995849609375;0,14697265625;0,234130859375;1,15203857422;0,846862792969;1,67846679688
Left forearm;0,461444;0,045166015625;-0,950439453125;0,236572265625;-3,44848632812;2,39562988281;2,10571289062
Left biceps;0,462727;0,107177734375;-0,94091796875;0,200927734375;-3,60870361328;-2,22778320312;-0,106811523438
Right hand;0,464528;0,98779296875;-0,07470703125;0,080322265625;19,7982788086;-0,480651855469;-4,92858886719
Right forearm;0,466572;-0,179443359375;-0,87744140625;0,38232421875;9,73510742188;25,1235961914;8,90350341797
Right biceps;0,469212;-0,285400390625;-0,904541015625;0,21435546875;-3,15093994141;2,51770019531;-4,2724609375
Left shoulder;Right shoulder;Back pelvis;Front pelvis;0,485230;1,00830078125;0,20654296875;0,070068359375;0,808715820312;-2,12097167969;1,29699707031
Belly button;0,486656;0,381591796875;0,92138671875;0,222900390625;3,14331054688;-1,79290771484;-1,90734863281
Sternum;0,488382;0,685791015625;0,119873046875;0,77197265625;-3,62396240234;-12,3977661133;1,70135498047
Head;6,314243;1,07641601562;-0,07470703125;0,32763671875;-8,88061523438;-6,31713867188;2,09808349609
Left thigh;0,495062;-0,16748046875;-0,955078125;-0,119873046875;0,808715820312;2,39562988281;3,06701660156
Left tibia;0,496567;0,345458984375;-0,9248046875;-0,05078125;-1,02233886719;1,38092041016;1,67846679688
Left foot;0,504286;0,20654296875;-0,4267578125;0,8955078125;-1,55639648438;2,06756591797;0,831604003906
Right thigh;Right tibia;0,508941;0,14697265625;-0,937255859375;0,22119140625;-3,07464599609;2,99072265625;-1,86920166016
Right foot;0,510765;0,191162109375;-0,39306640625;0,903564453125;-2,47192382812;1,30462646484;0,030517578125
Left hand;0,516461;0,988037109375;0,148681640625;0,2275390625;1,43432617188;0,640869140625;1,64794921875
Left forearm;0,518401;0,039794921875;-0,952392578125;0,2294921875;-3,30352783203;0,961303710938;2,30407714844
Left biceps;0,521522;0,13427734375;-0,94580078125;0,21142578125;-4,92095947266;-5,23376464844;2,12097167969
Right hand;0,523105;0,970947265625;-0,12939453125;0,01416015625;-12,2451782227;-14,1372680664;7,24029541016
Right forearm;0,524537;-0,18408203125;-0,8681640625;0,376708984375;9,66644287109;26,4358520508;10,9405517578
Right biceps;0,525804;-0,285400390625;-0,8955078125;0,20849609375;-3,79180908203;3,16619873047;-4,55474853516
Left shoulder;Right shoulder;Back pelvis;Front pelvis;0,532130;1,0087890625;0,208251953125;0,06982421875;-1,06048583984;-1,35040283203;-0,48828125
Belly button;0,534519;0,38623046875;0,9404296875;0,22265625;0,984191894531;-0,373840332031;-1,80816650391
Sternum;0,535867;0,739990234375;0,099609375;0,73046875;-2,62451171875;-16,0293579102;1,06811523438
Head;6,391831;0,980712890625;-0,078369140625;0,356201171875;-13,4124755859;-4,57763671875;-2,54821777344
Left thigh;0,538308;-0,155029296875;-0,960205078125;-0,126708984375;-0,480651855469;5,82122802734;1,72424316406
Left tibia;0,540779;0,35791015625;-0,9189453125;-0,052490234375;-1,32751464844;2,61688232422;2,41088867188
Left foot;0,541978;0,196533203125;-0,42822265625;0,887451171875;-1,20544433594;1,99890136719;0,282287597656
Right thigh;Right tibia;0,544419;0,22705078125;-0,953125;0,246337890625;-2,53295898438;0,663757324219;-1,09100341797
Right foot;0,546777;0,1884765625;-0,38916015625;0,907470703125;-2,02178955078;1,28173828125;0,259399414062
Left hand;0,548024;0,98876953125;0,1435546875;0,223876953125;0,930786132812;0,701904296875;1,17492675781
Left forearm;0,549200;0,05419921875;-0,9580078125;0,222900390625;-3,19671630859;2,47955322266;2,38037109375
Left biceps;0,550431;0,163330078125;-0,9765625;0,213134765625;-5,98907470703;-7,21740722656;5,02014160156
Right hand;0,552867;0,990478515625;-0,247802734375;-0,03076171875;-10,9024047852;-7,88116455078;10,2386474609
Right forearm;0,554056;-0,2060546875;-0,861083984375;0,365966796875;8,41522216797;25,6729125977;11,9781494141
Right biceps;0,555286;-0,267333984375;-0,871337890625;0,20263671875;-2,93731689453;1,49536132812;-4,48608398438
Left shoulder;Right shoulder;Back pelvis;Front pelvis;0,564794;1,00024414062;0,205078125;0,074951171875;-1,19018554688;-1,06811523438;-0,534057617188
Belly button;0,567366;0,3837890625;0,933837890625;0,221435546875;1,33514404297;-1,32751464844;-1,61743164062
Sternum;0,570690;0,739013671875;0,051513671875;0,693115234375;2,91442871094;-16,4794921875;6,97326660156
Head;6,432484;1,17797851562;-0,151123046875;0,367431640625;-18,0053710938;-23,5366821289;-4,57763671875
Left thigh;0,573131;-0,19091796875;-0,947021484375;-0,114501953125;-0,732421875;6,43920898438;1,43432617188
Left tibia;0,574302;0,344482421875;-0,926025390625;-0,05126953125;-1,78527832031;3,24249267578;2,74658203125
Left foot;0,576636;0,19189453125;-0,447265625;0,915771484375;-3,07464599609;-0,701904296875;-0,198364257812
Right thigh;Right tibia;0,578983;0,214599609375;-0,922607421875;0,225341796875;-3,82995605469;5,19561767578;-2,60925292969
Right foot;0,580193;0,187255859375;-0,39794921875;0,905517578125;-1,19018554688;0,9765625;0,434875488281
Left hand;0,582536;0,994873046875;0,133056640625;0,220703125;1,99127197266;0,617980957031;1,68609619141
Left forearm;0,583771;0,04638671875;-0,968994140625;0,22021484375;-3,50189208984;3,70788574219;1,56402587891
Left biceps;0,584966;0,158203125;-0,975341796875;0,210693359375;-7,45391845703;-4,84466552734;6,44683837891
Right hand;0,586139;0,98779296875;-0,31982421875;-0,0361328125;7,48443603516;10,8947753906;2,36511230469
Right forearm;0,588541;-0,207763671875;-0,847412109375;0,362060546875;7,78198242188;23,1628417969;11,0931396484
Right biceps;0,589713;-0,18017578125;-0,7236328125;0,18359375;-3,42559814453;-0,885009765625;-3,30352783203
Left shoulder;Right shoulder;Back pelvis;Front pelvis;0,595752;1,01196289062;0,206787109375;0,068115234375;-0,770568847656;-0,30517578125;-1,91497802734
Belly button;0,596924;0,392333984375;0,9169921875;0,234130859375;1,27410888672;-2,73132324219;-1,20544433594
Sternum;0,598086;0,749755859375;0,04296875;0,689208984375;8,53729248047;-18,0435180664;8,96453857422
Head;6,467925;1,03955078125;-0,078857421875;0,373779296875;-19,3023681641;9,50622558594;-10,5972290039
Left thigh;0,601651;-0,19677734375;-0,943603515625;-0,125;-1,84631347656;0,587463378906;2,96020507812
Left tibia;0,602880;0,337646484375;-0,92236328125;-0,05419921875;-1,32751464844;2,89154052734;3,37982177734
Left foot;0,604105;0,3984375;-0,422119140625;0,9990234375;58,3267211914;-31,6696166992;-5,80596923828
Right thigh;Right tibia;0,607714;0,193603515625;-0,94580078125;0,209228515625;-2,44903564453;3,05938720703;-3,86810302734
Right foot;0,609236;0,196044921875;-0,396484375;0,912353515625;0,419616699219;0,411987304688;0,30517578125
Left hand;0,610500;0,98974609375;0,126220703125;0,216064453125;2,5634765625;-0,213623046875;3,15856933594
Left forearm;0,612984;0,046875;-0,9609375;0,22412109375;-3,50189208984;3,68499755859;0,640869140625
Left biceps;0,614162;0,124755859375;-0,953857421875;0,2109375;-8,03375244141;0,701904296875;3,96728515625
Right hand;0,615375;0,957763671875;-0,334716796875;-0,003173828125;38,948059082;28,0075073242;-5,2490234375
Right forearm;0,616550;-0,2021484375;-0,82861328125;0,350341796875;6,61468505859;22,3541259766;10,2920532227
Right biceps;0,618969;-0,10888671875;-0,58251953125;0,17578125;0,480651855469;2,49481201172;-5,24139404297
Left shoulder;Right shoulder;Back pelvis;Front pelvis;0,624970;0,990966796875;0,20068359375;0,063232421875;-0,732421875;-0,709533691406;-1,220703125
Belly button;0,626153;0,383544921875;0,91259765625;0,2216796875;2,57110595703;-2,27355957031;-0,831604003906
Sternum;0,627389;0,749267578125;0,0576171875;0,668701171875;12,9623413086;-20,0653076172;11,0015869141
Head;6,500678;1,173828125;-0,175048828125;0,34521484375;-26,6876220703;-15,5487060547;-13,0081176758
Left thigh;0,641783;-0,201171875;-0,943115234375;-0,12744140625;-1,46484375;7,21740722656;4,05120849609
Left tibia;0,643359;0,33837890625;-0,9267578125;-0,04638671875;-1,17492675781;1,62506103516;3,88336181641
Left foot;0,644789;-0,052978515625;-0,418701171875;0,95849609375;76,057434082;42,9992675781;4,83703613281
Right thigh;Right tibia;0,656116;0,16943359375;-0,945556640625;0,2197265625;-2,3193359375;2,63977050781;-5,72967529297
Right foot;0,657717;0,181640625;-0,399169921875;0,9091796875;-0,450134277344;0,91552734375;0,564575195312
Left hand;0,659489;0,986572265625;0,126220703125;0,20703125;2,13623046875;-2,12860107422;4,89807128906
Left forearm;0,661027;0,043701171875;-0,957275390625;0,218505859375;-3,37982177734;5,13458251953;0,312805175781
Left biceps;0,668476;0,063232421875;-0,897216796875;0,175537109375;-7,45391845703;6,97326660156;-0,343322753906
Right hand;0,669983;0,947265625;-0,283203125;0,015869140625;59,8831176758;44,3649291992;-7,65228271484
Right forearm;0,671630;-0,191650390625;-0,784423828125;0,3505859375;6,46209716797;23,2238769531;7,26318359375
Right biceps;0,673325;-0,131591796875;-0,51904296875;0,155029296875;0,297546386719;4,01306152344;-10,7955932617
Left shoulder;Right shoulder;Back pelvis;Front pelvis;0,682023;0,989501953125;0,201904296875;0,052490234375;-0,1220703125;-2,89154052734;-0,846862792969
Belly button;0,684645;0,3779296875;0,875;0,208984375;12,9623413086;-1,10626220703;-0,732421875
Sternum;0,685810;0,74658203125;0,041259765625;0,612548828125;11,2838745117;-19,1802978516;10,3302001953
Head;6,561831;1,07788085938;-0,23974609375;0,302490234375;-21,4996337891;-14,16015625;-4,08172607422
Left thigh;0,688368;-0,237548828125;-0,948486328125;-0,123291015625;-1,28936767578;6,92749023438;5,54656982422
Left tibia;0,690717;0,33056640625;-0,931396484375;-0,0478515625;-1,35040283203;1,85394287109;3,87573242188
Left foot;0,692083;-0,14111328125;-0,3291015625;0,869873046875;52,1621704102;-0,48828125;-4,25720214844
Right thigh;Right tibia;0,694485;0,107666015625;-0,9541015625;0,22998046875;-1,92260742188;-1,0986328125;-11,0626220703
Right foot;0,697099;0,195068359375;-0,3974609375;0,905517578125;-0,8544921875;1,29699707031;0,0
Left hand;0,698273;1,0;0,1162109375;0,209228515625;1,220703125;-1,07574462891;7,21740722656
Left forearm;0,699444;0,037353515625;-0,958251953125;0,21826171875;-2,76947021484;5,41687011719;-0,42724609375
Left biceps;0,700575;0,03662109375;-0,820556640625;0,143310546875;-6,79779052734;6,97326660156;-1,77764892578
Right hand;0,703134;0,9208984375;-0,274169921875;0,047607421875;74,3560791016;59,3490600586;-12,6724243164
Right forearm;0,704365;-0,215576171875;-0,70556640625;0,323486328125;5,88226318359;20,149230957;7,17163085938
Right biceps;0,705560;-0,2060546875;-0,552734375;0,129150390625;2,53295898438;-9,90295410156;-16,7007446289
Left shoulder;Right shoulder;Back pelvis;Front pelvis;0,711794;0,994140625;0,208740234375;0,050537109375;2,00653076172;-3,94439697266;-0,839233398438
Belly button;0,712980;0,355224609375;0,859375;0,115966796875;35,7437133789;-2,87628173828;-1,57928466797
Sternum;0,715385;0,705322265625;0,083251953125;0,560791015625;8,00323486328;-18,7149047852;9,89532470703
Head;6,597195;1,21215820312;-0,251708984375;0,303466796875;-13,3590698242;4,92858886719;2,38800048828
Left thigh;0,717726;-0,16943359375;-0,962646484375;-0,07666015625;3,72314453125;0,495910644531;1,44958496094
Left tibia;0,718961;0,334228515625;-0,924072265625;-0,053955078125;-1,12152099609;0,343322753906;3,95965576172
Left foot;0,721313;0,083251953125;-0,0302734375;1,21020507812;37,8341674805;19,3481445312;-11,7492675781
Right thigh;Right tibia;0,724082;0,0400390625;-0,9658203125;0,23046875;-3,71551513672;-3,71551513672;-23,9334106445
Right foot;0,725352;0,194091796875;-0,39794921875;0,9150390625;-0,389099121094;1,32751464844;-0,198364257812
Left hand;0,727865;1,00268554688;0,106201171875;0,219482421875;1,52587890625;3,31115722656;12,7868652344
Left forearm;0,729073;0,030029296875;-0,951416015625;0,20751953125;-1,27410888672;5,25665283203;-1,05285644531
Left biceps;0,730251;0,0556640625;-0,72216796875;0,128173828125;-5,93566894531;4,30297851562;2,02941894531
Right hand;0,731501;0,8720703125;-0,241943359375;0,057861328125;85,7315063477;69,5343017578;-20,0576782227
Right forearm;0,733888;-0,137451171875;-0,498779296875;0,29345703125;9,86480712891;17,08984375;16,3269042969
Right biceps;0,735067;-0,297607421875;-0,834716796875;0,153564453125;-2,69317626953;-29,7698974609;-19,0658569336
Left shoulder;Right shoulder;Back pelvis;Front pelvis;0,741028;0,97900390625;0,1982421875;0,0380859375;5,34057617188;-5,14984130859;1,65557861328
Belly button;0,742198;0,389404296875;0,88232421875;0,103759765625;40,283203125;-7,06481933594;-2,76947021484
Sternum;0,743412;0,6181640625;0,090087890625;0,461181640625;8,74328613281;-17,578125;8,95690917969
Head;6,625895;1,07958984375;-0,239013671875;0,328125;-7,82012939453;11,848449707;1,19018554688
Left thigh;0,746954;-0,024658203125;-1,00830078125;0,037841796875;12,3596191406;-5,21087646484;-10,6506347656
Left tibia;0,748129;0,36376953125;-0,9111328125;-0,04736328125;-1,60217285156;-0,907897949219;5,20324707031
Left foot;0,749299;-0,07861328125;-0,10302734375;0,441162109375;43,6248779297;14,1754150391;-15,6326293945
Right thigh;Right tibia;0,752876;-0,302001953125;-1,00122070312;0,390625;-10,612487793;-10,4751586914;-69,6716308594
Right foot;0,754040;0,187255859375;-0,392578125;0,90869140625;-0,503540039062;1,57165527344;-0,18310546875
Left hand;0,755247;0,963623046875;0,13671875;0,220703125;-5,15747070312;10,4904174805;18,913269043
Left forearm;0,757630;0,031982421875;-0,95361328125;0,208984375;-0,06103515625;4,44030761719;-0,885009765625
Left biceps;0,759168;0,04931640625;-0,6005859375;0,103759765625;-6,20269775391;3,662109375;4,92858886719
Right hand;0,760493;0,765625;-0,191650390625;0,101318359375;72,3114013672;65,4907226562;-16,6625976562
Right forearm;0,761719;-0,135498046875;-0,40380859375;0,263916015625;9,81903076172;20,6527709961;20,4544067383
Right biceps;0,764097;-0,171142578125;-1,0166015625;0,162109375;0,267028808594;-5,77545166016;-21,3851928711
Left shoulder;Right shoulder;Back pelvis;Front pelvis;0,770624;0,962646484375;0,176025390625;0,03369140625;10,3073120117;-9,29260253906;3,38745117188
Belly button;0,777931;0,380615234375;0,793212890625;0,0283203125;52,0553588867;-5,69152832031;-6,47735595703
Sternum;0,784289;0,52099609375;0,0732421875;0,329345703125;7,30133056641;-17,6696777344;6,70623779297
Head;6,653954;0,835693359375;-0,225341796875;0,32763671875;-2,45666503906;12,5732421875;-1,80816650391
Left thigh;0,788949;0,192138671875;-0,99072265625;-0,00732421875;16,7083740234;-21,7514038086;-33,0581665039
Left tibia;0,790357;0,085205078125;0,013916015625;-0,1015625;7,99560546875;-48,5763549805;31,0287475586
Left foot;0,796162;0,817626953125;0,439208984375;1,65844726562;-225,402832031;-19,1268920898;-8,72802734375
Right thigh;Right tibia;0,800717;-0,04443359375;-0,900390625;0,226806640625;-5,45501708984;-50,1708984375;-73,7228393555
Right foot;0,802125;0,1923828125;-0,396484375;0,910400390625;-1,73187255859;1,3427734375;0,328063964844
Left hand;0,803610;0,865966796875;0,09423828125;0,2431640625;2,66265869141;26,5045166016;40,0085449219
Left forearm;0,805058;0,01611328125;-0,957275390625;0,20361328125;1,35803222656;3,41796875;-0,938415527344
Left biceps;0,809805;-0,011962890625;-0,58349609375;0,07373046875;-2,87628173828;1,05285644531;13,4582519531
Right hand;0,812430;0,724853515625;-0,09228515625;0,141845703125;31,0211181641;52,8793334961;-10,139465332
Right forearm;0,816139;-0,239990234375;-1,13208007812;0,582275390625;-10,0555419922;-67,6879882812;-39,3829345703
Right biceps;0,817687;-0,243408203125;-1,09375;0,2099609375;17,9214477539;25,9323120117;-14,2135620117
Left shoulder;Right shoulder;Back pelvis;Front pelvis;0,827088;0,908447265625;0,170654296875;-0,015380859375;16,9906616211;-21,4004516602;12,5732421875
Belly button;0,829564;0,215087890625;0,61767578125;-0,02294921875;47,8363037109;-3,74603271484;-5,98907470703
Sternum;0,831514;0,476806640625;0,045654296875;0,226806640625;4,86755371094;-13,6032104492;3,45611572266
Head;6,712890;0,68505859375;-0,185791015625;0,302734375;0,968933105469;-0,595092773438;-7,54547119141
Left thigh;0,834039;0,39208984375;-0,9501953125;-0,032958984375;18,8293457031;-45,8145141602;-68,717956543
Left tibia;0,836704;0,753662109375;-2,0;0,27783203125;-85,0219726562;-23,0331420898;71,4492797852
Left foot;0,843316;0,283203125;-0,302978515625;1,11938476562;-61,5310668945;36,5447998047;-14,3661499023
Right thigh;Right tibia;0,845950;0,31298828125;-0,791748046875;0,226318359375;-8,83483886719;-64,4683837891;-80,5511474609
Right foot;0,848454;0,187744140625;-0,39501953125;0,910888671875;-0,839233398438;1,3427734375;0,3662109375
Left hand;0,849703;0,8173828125;0,33544921875;0,3564453125;-38,1469726562;99,1134643555;33,2565307617
Left forearm;0,850928;-0,090087890625;-0,978271484375;0,1376953125;4,97436523438;0,846862792969;-1,3427734375
Left biceps;0,852104;0,034423828125;-0,81689453125;0,194091796875;-0,343322753906;-16,2734985352;9,99450683594
Right hand;0,854443;0,737060546875;-0,125244140625;0,144775390625;-13,4353637695;43,6096191406;-10,8795166016
Right forearm;0,855687;0,080810546875;0,355224609375;0,46826171875;-7,20977783203;-56,7398071289;-19,4091796875
Right biceps;0,856881;-0,30615234375;-1,06298828125;0,277587890625;13,6413574219;18,7072753906;8,04138183594
Left shoulder;Right shoulder;Back pelvis;Front pelvis;0,863287;0,872314453125;0,1533203125;-0,15966796875;8,53729248047;-30,0064086914;15,6860351562
Belly button;0,864504;0,178955078125;0,5234375;0,10400390625;35,2554321289;0,8544921875;-7,96508789062
Sternum;0,866890;0,67724609375;0,115234375;0,51416015625;2,35748291016;-22,1939086914;3,34930419922
Head;6,741821;0,712158203125;-0,121826171875;0,248291015625;2,05230712891;-9,85717773438;-16,6015625
Left thigh;0,869263;0,359375;-0,52880859375;0,048095703125;73,1201171875;-7,40814208984;-180,313110352
Left tibia;0,870429;1,99993896484;-2,0;-0,012451171875;-113,021850586;-102,119445801;12,6037597656
Left foot;0,872768;0,271728515625;-0,40625;0,94189453125;-24,0020751953;16,8914794922;-6,61468505859
Right thigh;Right tibia;0,875244;0,3046875;-0,805419921875;0,19482421875;-19,5388793945;-30,0674438477;-96,4813232422
Right foot;0,876433;0,192626953125;-0,39111328125;0,90283203125;-1,01470947266;0,907897949219;0,404357910156
Left hand;0,878760;0,589599609375;0,027099609375;0,430908203125;-36,6516113281;152,114868164;19,4244384766
Left forearm;0,879993;0,07275390625;-1,08227539062;0,06298828125;11,8103027344;-30,2963256836;-30,9677124023
Left biceps;0,881156;0,0849609375;-1,11938476562;0,33837890625;9,51385498047;-47,4014282227;13,916015625
Right hand;0,882317;0,69580078125;-0,2099609375;0,216064453125;-29,3045043945;56,5414428711;-9,13238525391
Right forearm;0,884649;0,1240234375;0,40771484375;0,070556640625;11,4517211914;-15,4724121094;-9,55963134766
Right biceps;0,886148;-0,271728515625;-1,24145507812;0,385009765625;14,1372680664;22,705078125;-3,32641601562
Left shoulder;Right shoulder;Back pelvis;Front pelvis;0,892400;0,858642578125;0,061279296875;-0,312255859375;-6,97326660156;-37,5747680664;10,5133056641
Belly button;0,893583;0,291259765625;0,527099609375;0,088134765625;41,145324707;4,44793701172;-10,9786987305
Sternum;0,894758;0,8974609375;0,146728515625;0,6591796875;-1,00708007812;-5,72967529297;-5,57708740234
Head;6,776699;0,688720703125;-0,086669921875;0,18310546875;1,70135498047;-17,4026489258;-22,2778320312
Left thigh;0,898383;-0,291015625;-0,48681640625;0,469970703125;64,0411376953;-118,33190918;-146,583557129
Left tibia;0,899671;-2,0;-1,12060546875;-0,017333984375;-83,3511352539;124,526977539;134,735107422
Left foot;0,900882;0,1953125;-0,4365234375;0,8935546875;-9,84954833984;4,24194335938;3,94439697266
Right thigh;Right tibia;0,904443;0,421630859375;-0,904296875;0,181640625;-21,5377807617;-20,2026367188;-114,700317383
Right foot;0,905614;0,194091796875;-0,389892578125;0,907470703125;-0,289916992188;0,556945800781;1,02996826172
Left hand;0,906771;0,443115234375;-0,083740234375;0,303955078125;66,535949707;105,21697998;6,85119628906
Left forearm;0,909183;0,044189453125;-1,07397460938;0,115234375;21,1563110352;-27,3742675781;-57,3654174805
Left biceps;0,910356;0,2353515625;-1,49267578125;0,2392578125;8,80432128906;-53,2836914062;22,5219726562
Right hand;0,911557;0,653564453125;-0,191162109375;0,16162109375;-1,0986328125;27,3208618164;-1,30462646484
Right forearm;0,912760;0,07373046875;0,00537109375;-0,073974609375;15,8996582031;33,4091186523;-8,71276855469
Right biceps;0,915136;-0,39599609375;-1,53051757812;0,45703125;21,1486816406;14,5645141602;-13,3972167969
Left shoulder;Right shoulder;Back pelvis;Front pelvis;0,921079;0,542236328125;0,013427734375;-0,2626953125;-26,6723632812;-39,4744873047;24,1546630859
Belly button;0,922233;0,3515625;0,690673828125;0,09130859375;32,7911376953;7,91931152344;-16,8991088867
Sternum;0,923460;0,9638671875;0,13330078125;0,6337890625;-4,44030761719;3,42559814453;-5,53131103516
Head;6,804742;0,784423828125;-0,077880859375;0,1533203125;3,13568115234;-20,6604003906;-21,0189819336
Left thigh;0,926989;-0,257568359375;-0,595703125;-0,284423828125;24,5132446289;-66,8411254883;-114,463806152
Left tibia;0,928453;-2,0;-0,373779296875;-0,19189453125;-37,3153686523;78,4912109375;-17,6162719727
Left foot;0,929691;0,19140625;-0,468017578125;0,876220703125;-1,44958496094;4,69970703125;3,82232666016
Right thigh;Right tibia;0,942720;0,528076171875;-0,88427734375;0,057373046875;-23,4832763672;-18,9361572266;-122,398376465
Right foot;0,944453;0,20361328125;-0,3955078125;0,90771484375;0,999450683594;0,297546386719;0,457763671875
Left hand;0,948205;0,5537109375;0,100341796875;0,24169921875;129,554748535;30,4260253906;5,89752197266
Left forearm;0,949711;0,116943359375;-1,0693359375;0,22705078125;31,4559936523;-59,3643188477;-78,987121582
Left biceps;0,956118;0,108154296875;-2,0;0,446533203125;12,3901367188;0,770568847656;-39,192199707
Right hand;0,957637;0,84228515625;-0,123291015625;0,1962890625;9,71221923828;15,625;0,91552734375
Right forearm;0,959033;-0,013427734375;0,04443359375;0,0;17,2882080078;26,741027832;12,9318237305
