[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
[64, 200, 247, 104, 2, 144]
