CSV format: Accelerometer x value, acclerometer y value, accelerometer z value, gyroscope x value, gyroscope y value, gyroscope z value
Sample frequency: 100Hz
1534601357.090.97216796875,-0.31640625,0.106689453125,1.71661376953,0.663757324219,-0.205993652344
1534601357.10.969970703125,-0.312255859375,0.107177734375,1.41143798828,0.3662109375,-0.190734863281
1534601357.10.969482421875,-0.311767578125,0.1015625,1.66320800781,0.556945800781,-0.411987304688
1534601357.110.9736328125,-0.315185546875,0.104248046875,1.45721435547,0.381469726562,-0.251770019531
1534601357.110.969482421875,-0.315185546875,0.099365234375,1.48010253906,0.572204589844,-0.450134277344
1534601357.110.969482421875,-0.31640625,0.1025390625,1.41906738281,0.900268554688,-0.67138671875
1534601357.120.968505859375,-0.3134765625,0.101806640625,1.708984375,0.732421875,-0.686645507812
1534601357.120.969482421875,-0.317138671875,0.10009765625,1.80816650391,0.778198242188,-0.617980957031
1534601357.120.970703125,-0.3125,0.103759765625,1.54113769531,0.587463378906,-0.526428222656
1534601357.130.96728515625,-0.31591796875,0.099365234375,1.83868408203,0.846862792969,-0.579833984375
1534601357.130.97216796875,-0.312255859375,0.099853515625,1.5869140625,0.556945800781,-0.457763671875
1534601357.130.967529296875,-0.3125,0.102783203125,1.44958496094,0.839233398438,-0.274658203125
1534601357.140.968505859375,-0.314453125,0.096923828125,1.54113769531,0.389099121094,-0.213623046875
1534601357.150.97119140625,-0.3134765625,0.11181640625,1.60980224609,0.411987304688,-0.18310546875
1534601357.150.971923828125,-0.318603515625,0.102783203125,1.62506103516,0.534057617188,-0.228881835938
1534601357.160.96826171875,-0.313720703125,0.098388671875,1.49536132812,0.923156738281,-0.205993652344
1534601357.160.9697265625,-0.316650390625,0.103759765625,1.57165527344,0.556945800781,-0.335693359375
1534601357.160.970947265625,-0.31640625,0.100341796875,1.48010253906,0.579833984375,-0.709533691406
1534601357.170.970947265625,-0.3134765625,0.09912109375,1.37329101562,0.640869140625,-0.205993652344
1534601357.170.969970703125,-0.314208984375,0.099609375,1.49536132812,0.617980957031,-0.3662109375
1534601357.170.9697265625,-0.315185546875,0.099609375,1.64794921875,0.686645507812,-0.457763671875
1534601357.170.970947265625,-0.31298828125,0.099365234375,1.57928466797,0.373840332031,-0.526428222656
1534601357.180.969482421875,-0.317138671875,0.106689453125,1.63269042969,0.770568847656,-0.572204589844
1534601357.180.9697265625,-0.317138671875,0.096435546875,1.51824951172,0.762939453125,-0.648498535156
1534601357.180.970458984375,-0.319580078125,0.09912109375,1.49536132812,0.679016113281,-0.541687011719
1534601357.190.970703125,-0.314208984375,0.10107421875,1.62506103516,0.762939453125,-0.48828125
1534601357.190.968017578125,-0.313232421875,0.104248046875,1.55639648438,0.648498535156,-0.717163085938
1534601357.190.970947265625,-0.31689453125,0.1044921875,1.74713134766,0.396728515625,-0.320434570312
1534601357.20.966552734375,-0.31396484375,0.1005859375,1.59454345703,0.679016113281,-0.297546386719
1534601357.20.968017578125,-0.315673828125,0.1015625,1.39617919922,0.534057617188,-0.572204589844
1534601357.20.967529296875,-0.31640625,0.099853515625,1.69372558594,0.274658203125,-0.190734863281
1534601357.210.969482421875,-0.308349609375,0.104736328125,1.57928466797,0.335693359375,-0.350952148438
1534601357.210.970458984375,-0.31689453125,0.099853515625,1.52587890625,0.175476074219,-0.297546386719
1534601357.210.96875,-0.315185546875,0.100341796875,1.708984375,0.694274902344,-0.274658203125
1534601357.220.970703125,-0.31494140625,0.101806640625,1.63269042969,0.244140625,-0.473022460938
1534601357.220.971435546875,-0.31640625,0.101318359375,1.72424316406,0.701904296875,-0.0839233398438
1534601357.220.967529296875,-0.312744140625,0.110595703125,1.54876708984,0.732421875,-0.320434570312
1534601357.220.970703125,-0.317626953125,0.1015625,1.69372558594,0.6103515625,-0.709533691406
1534601357.230.970947265625,-0.313720703125,0.09814453125,1.77001953125,0.709533691406,-0.617980957031
1534601357.230.9697265625,-0.31787109375,0.103271484375,1.57165527344,0.572204589844,-0.556945800781
1534601357.230.9697265625,-0.314697265625,0.10205078125,1.43432617188,0.694274902344,-0.572204589844
1534601357.230.969482421875,-0.314208984375,0.103515625,1.77001953125,0.877380371094,-0.579833984375
1534601357.240.9697265625,-0.31591796875,0.10009765625,1.3427734375,0.587463378906,-0.534057617188
1534601357.240.969482421875,-0.314697265625,0.10205078125,1.65557861328,0.572204589844,-0.282287597656
1534601357.240.97216796875,-0.317138671875,0.096923828125,1.53350830078,0.572204589844,-0.3662109375
1534601357.250.967041015625,-0.31689453125,0.103759765625,1.54876708984,0.450134277344,-0.320434570312
1534601357.250.972412109375,-0.31396484375,0.103759765625,1.56402587891,0.328063964844,-0.0762939453125
1534601357.260.96826171875,-0.31640625,0.10107421875,1.54876708984,0.686645507812,-0.350952148438
1534601357.260.9697265625,-0.308837890625,0.10107421875,1.42669677734,0.42724609375,-0.320434570312
1534601357.260.96826171875,-0.318115234375,0.101806640625,1.82342529297,0.480651855469,-0.129699707031
1534601357.270.96923828125,-0.314453125,0.10205078125,1.57165527344,0.694274902344,-0.274658203125
1534601357.270.9658203125,-0.317138671875,0.10107421875,1.59454345703,0.602722167969,-0.3662109375
1534601357.270.969970703125,-0.318359375,0.101806640625,1.57165527344,0.495910644531,-0.556945800781
1534601357.280.967529296875,-0.318603515625,0.10009765625,1.60980224609,0.6103515625,-0.587463378906
1534601357.280.97119140625,-0.318603515625,0.1015625,1.41143798828,0.259399414062,-0.434875488281
1534601357.280.968994140625,-0.322265625,0.101806640625,1.50299072266,0.541687011719,-0.450134277344
1534601357.290.96728515625,-0.3193359375,0.094970703125,1.57928466797,0.831604003906,-0.106811523438
1534601357.30.96435546875,-0.32177734375,0.09619140625,1.43432617188,0.419616699219,-0.152587890625
1534601357.30.96728515625,-0.315673828125,0.09765625,1.54113769531,0.8544921875,-0.320434570312
1534601357.30.962646484375,-0.31591796875,0.101806640625,1.79290771484,0.602722167969,-0.289916992188
1534601357.30.96630859375,-0.31884765625,0.10009765625,1.53350830078,0.801086425781,-0.801086425781
1534601357.310.969970703125,-0.314208984375,0.097900390625,1.77001953125,0.923156738281,-0.785827636719
1534601357.310.968505859375,-0.31103515625,0.102294921875,1.78527832031,0.862121582031,-0.862121582031
1534601357.310.9716796875,-0.305908203125,0.104248046875,1.74713134766,1.17492675781,-1.16729736328
1534601357.320.968994140625,-0.309326171875,0.103515625,1.49536132812,0.778198242188,-1.57165527344
1534601357.320.968994140625,-0.30859375,0.108154296875,1.37329101562,0.648498535156,-1.66320800781
1534601357.320.9697265625,-0.306884765625,0.10400390625,1.67846679688,0.640869140625,-1.77001953125
1534601357.320.9765625,-0.305419921875,0.107421875,1.53350830078,0.701904296875,-1.97601318359
1534601357.330.978515625,-0.3056640625,0.10498046875,1.5869140625,1.10626220703,-1.78527832031
1534601357.330.973876953125,-0.304443359375,0.10400390625,1.51824951172,1.01470947266,-1.27410888672
1534601357.330.97412109375,-0.304443359375,0.109619140625,1.85394287109,0.953674316406,-1.02996826172
1534601357.340.970703125,-0.30419921875,0.110107421875,1.46484375,0.816345214844,-0.579833984375
1534601357.340.973876953125,-0.308837890625,0.10888671875,1.77001953125,0.442504882812,-0.0762939453125
1534601357.340.974365234375,-0.309326171875,0.1083984375,1.57928466797,0.198364257812,0.267028808594
1534601357.350.970947265625,-0.309814453125,0.107421875,1.48010253906,0.030517578125,0.701904296875
1534601357.350.968505859375,-0.30859375,0.10595703125,1.38092041016,-0.167846679688,0.907897949219
1534601357.350.970947265625,-0.310302734375,0.107666015625,1.44958496094,0.106811523438,0.602722167969
1534601357.360.975341796875,-0.309814453125,0.10400390625,1.46484375,0.297546386719,0.434875488281
1534601357.360.974853515625,-0.314453125,0.1015625,1.48010253906,0.411987304688,0.717163085938
1534601357.360.969482421875,-0.315185546875,0.106201171875,1.64794921875,0.633239746094,0.640869140625
1534601357.370.96435546875,-0.31787109375,0.10888671875,1.63269042969,0.503540039062,0.343322753906
1534601357.370.961669921875,-0.31640625,0.1064453125,1.44195556641,0.358581542969,-0.0534057617188
1534601357.380.965087890625,-0.316162109375,0.0966796875,1.35803222656,0.30517578125,-0.244140625
1534601357.380.965576171875,-0.318603515625,0.100341796875,1.60217285156,0.442504882812,-0.297546386719
1534601357.380.967041015625,-0.31982421875,0.093994140625,1.63269042969,0.350952148438,-0.473022460938
1534601357.380.962646484375,-0.32080078125,0.102294921875,1.67846679688,0.511169433594,-0.869750976562
1534601357.390.965576171875,-0.323486328125,0.104248046875,1.72424316406,0.892639160156,-0.938415527344
1534601357.390.965576171875,-0.32177734375,0.09765625,1.38092041016,0.968933105469,-0.946044921875
1534601357.390.96533203125,-0.32080078125,0.094482421875,1.64031982422,0.396728515625,-0.450134277344
1534601357.40.963134765625,-0.322265625,0.09814453125,1.50299072266,0.236511230469,-0.411987304688
1534601357.40.966796875,-0.31884765625,0.09326171875,1.42669677734,0.473022460938,-0.396728515625
1534601357.40.970703125,-0.3193359375,0.094482421875,1.57165527344,0.67138671875,-0.579833984375
1534601357.410.972412109375,-0.320556640625,0.095458984375,1.5869140625,0.602722167969,-0.801086425781
1534601357.410.970703125,-0.315185546875,0.0966796875,1.78527832031,0.862121582031,-0.381469726562
1534601357.410.96435546875,-0.313720703125,0.094482421875,1.56402587891,0.831604003906,-0.617980957031
1534601357.420.969970703125,-0.31591796875,0.1025390625,1.64794921875,0.892639160156,-0.679016113281
1534601357.420.96923828125,-0.3173828125,0.098388671875,1.38854980469,0.892639160156,-0.9765625
1534601357.420.9697265625,-0.310791015625,0.099853515625,1.47247314453,1.07574462891,-0.679016113281
1534601357.430.966552734375,-0.313232421875,0.099365234375,1.62506103516,0.450134277344,-0.633239746094
1534601357.430.969482421875,-0.31298828125,0.101318359375,1.84631347656,0.42724609375,-0.877380371094
1534601357.430.96728515625,-0.3076171875,0.09521484375,1.63269042969,0.694274902344,-0.457763671875
1534601357.430.965576171875,-0.3076171875,0.10107421875,1.60980224609,0.701904296875,-0.9765625
1534601357.440.969482421875,-0.3115234375,0.10791015625,1.86157226562,0.67138671875,-0.762939453125
1534601357.440.969970703125,-0.306640625,0.10302734375,1.70135498047,0.991821289062,-0.67138671875
1534601357.440.972412109375,-0.313232421875,0.1015625,1.63269042969,0.503540039062,-0.778198242188
1534601357.450.970458984375,-0.310302734375,0.10546875,1.48773193359,0.801086425781,-0.839233398438
1534601357.460.974365234375,-0.307373046875,0.108642578125,1.25885009766,0.617980957031,-0.762939453125
1534601357.460.973388671875,-0.308837890625,0.103271484375,1.67083740234,0.679016113281,-0.465393066406
1534601357.460.9736328125,-0.309326171875,0.10888671875,1.54113769531,0.495910644531,-0.30517578125
1534601357.470.970947265625,-0.309326171875,0.10693359375,1.33514404297,0.625610351562,-0.381469726562
1534601357.470.97314453125,-0.306396484375,0.11328125,1.64031982422,0.450134277344,-0.18310546875
1534601357.470.974609375,-0.310546875,0.10693359375,1.50299072266,0.396728515625,-0.0228881835938
1534601357.480.972900390625,-0.31201171875,0.100830078125,1.67083740234,0.205993652344,0.152587890625
1534601357.480.97021484375,-0.31201171875,0.10107421875,1.44195556641,0.350952148438,0.1220703125
1534601357.480.9677734375,-0.314697265625,0.104248046875,1.36566162109,0.3662109375,0.328063964844
1534601357.480.968505859375,-0.31494140625,0.103515625,1.42669677734,0.343322753906,0.0381469726562
1534601357.490.966064453125,-0.31787109375,0.101318359375,1.48773193359,0.289916992188,0.389099121094
1534601357.490.970458984375,-0.3173828125,0.10205078125,1.31225585938,0.419616699219,0.259399414062
1534601357.490.970947265625,-0.316162109375,0.098876953125,1.35040283203,0.152587890625,0.160217285156
1534601357.50.970947265625,-0.3212890625,0.100341796875,1.66320800781,0.381469726562,0.129699707031
1534601357.50.970458984375,-0.316162109375,0.1005859375,1.39617919922,0.221252441406,-0.06103515625
