1535277434.7966539859771728515625, 11,1,1,1,1
1535277434.797399044036865234375, 11,1,1,1,1
1535277434.7994129657745361328125, 11,1,1,1,1
1535277434.799603939056396484375, 11,1,1,1,1
1535277434.7997620105743408203125, 11,1,1,1,1
1535277434.7999150753021240234375, 11,1,1,1,1
1535277434.8000700473785400390625, 11,1,1,1,1
1535277434.8002231121063232421875, 11,1,1,1,1
1535277434.8003790378570556640625, 11,1,1,1,1
1535277434.8005330562591552734375, 11,1,1,1,1
1535277434.8006870746612548828125, 11,1,1,1,1
1535277434.800839900970458984375, 11,1,1,1,1
1535277434.80099201202392578125, 11,1,1,1,1
1535277434.8011429309844970703125, 11,1,1,1,1
1535277434.8012940883636474609375, 11,1,1,1,1
1535277434.80144596099853515625, 11,1,1,1,1
1535277434.80624103546142578125, 11,1,1,1,1
1535277434.8064210414886474609375, 11,1,1,1,1
1535277434.806581974029541015625, 11,1,1,1,1
1535277434.806735992431640625, 11,1,1,1,1
1535277434.806888103485107421875, 11,1,1,1,1
1535277434.8070418834686279296875, 11,1,1,1,1
1535277434.8071959018707275390625, 11,1,1,1,1
1535277434.8073470592498779296875, 11,1,1,1,1
1535277434.8074970245361328125, 11,1,1,1,1
1535277434.8076450824737548828125, 11,1,1,1,1
1535277434.807794094085693359375, 11,1,1,1,1
1535277434.8079459667205810546875, 11,1,1,1,1
1535277434.80809688568115234375, 11,1,1,1,1
1535277434.808248996734619140625, 11,1,1,1,1
1535277434.8084011077880859375, 11,1,1,1,1
1535277434.8085520267486572265625, 11,1,1,1,1
1535277434.808703899383544921875, 11,1,1,1,1
1535277434.80885601043701171875, 11,1,1,1,1
1535277434.8090069293975830078125, 11,1,1,1,1
1535277434.8091609477996826171875, 11,1,1,1,1
1535277434.8093109130859375, 11,1,1,1,1
1535277434.8128769397735595703125, 11,1,1,1,1
1535277434.81324100494384765625, 11,1,1,1,1
1535277434.8134229183197021484375, 11,1,1,1,1
1535277434.8139030933380126953125, 11,1,1,1,1
1535277434.814074039459228515625, 11,1,1,1,1
1535277434.81423091888427734375, 11,1,1,1,1
1535277434.814385890960693359375, 11,1,1,1,1
1535277434.81453990936279296875, 11,1,1,1,1
1535277434.814691066741943359375, 11,1,1,1,1
1535277434.8148410320281982421875, 11,1,1,1,1
1535277434.8149940967559814453125, 11,1,1,1,1
1535277434.815146923065185546875, 11,1,1,1,1
1535277434.8152980804443359375, 11,1,1,1,1
1535277434.8154470920562744140625, 11,1,1,1,1
1535277434.815599918365478515625, 11,1,1,1,1
1535277434.8157489299774169921875, 11,1,1,1,1
1535277434.8159010410308837890625, 11,1,1,1,1
1535277434.816051959991455078125, 11,1,1,1,1
1535277434.81620502471923828125, 11,1,1,1,1
1535277434.8163549900054931640625, 11,1,1,1,1
1535277434.816504955291748046875, 11,1,1,1,1
1535277434.8166561126708984375, 11,1,1,1,1
1535277434.8168060779571533203125, 11,1,1,1,1
1535277434.816955089569091796875, 11,1,1,1,1
1535277434.8171079158782958984375, 11,1,1,1,1
1535277434.8172600269317626953125, 11,1,1,1,1
1535277434.817411899566650390625, 11,1,1,1,1
1535277434.8220920562744140625, 11,1,1,1,1
1535277434.822287082672119140625, 11,1,1,1,1
1535277434.8224461078643798828125, 11,1,1,1,1
1535277434.8285820484161376953125, 11,1,1,1,1
1535277434.8289821147918701171875, 11,1,1,1,1
1535277434.829164981842041015625, 11,1,1,1,1
1535277434.829327106475830078125, 11,1,1,1,1
1535277434.8339049816131591796875, 11,1,1,1,1
1535277434.8342339992523193359375, 11,1,1,1,1
1535277434.83440494537353515625, 11,1,1,1,1
1535277434.8345611095428466796875, 11,1,1,1,1
1535277434.8347170352935791015625, 11,1,1,1,1
1535277434.8348720073699951171875, 11,1,1,1,1
1535277434.8350250720977783203125, 11,1,1,1,1
1535277434.835177898406982421875, 11,1,1,1,1
1535277434.83533000946044921875, 11,1,1,1,1
1535277434.8354809284210205078125, 11,1,1,1,1
1535277434.8356339931488037109375, 11,1,1,1,1
1535277434.835784912109375, 11,1,1,1,1
1535277434.835935115814208984375, 11,1,1,1,1
1535277434.8360879421234130859375, 11,1,1,1,1
1535277434.8362410068511962890625, 11,1,1,1,1
1535277434.836390018463134765625, 11,1,1,1,1
1535277434.8365399837493896484375, 11,1,1,1,1
1535277434.8366920948028564453125, 11,1,1,1,1
1535277434.836844921112060546875, 11,1,1,1,1
1535277434.83699703216552734375, 11,1,1,1,1
1535277434.837420940399169921875, 11,1,1,1,1
1535277434.8462250232696533203125, 11,1,1,1,1
1535277434.8464119434356689453125, 11,1,1,1,1
1535277434.8465709686279296875, 11,1,1,1,1
1535277434.846725940704345703125, 11,1,1,1,1
1535277434.84688091278076171875, 11,1,1,1,1
1535277434.847031116485595703125, 11,1,1,1,1
1535277434.84718608856201171875, 11,1,1,1,1
1535277434.8473379611968994140625, 11,1,1,1,1
1535277434.8474900722503662109375, 11,1,1,1,1
1535277434.8476428985595703125, 11,1,1,1,1
1535277434.847794055938720703125, 11,1,1,1,1
1535277434.8479440212249755859375, 11,1,1,1,1
1535277434.84809589385986328125, 11,1,1,1,1
1535277434.848247051239013671875, 11,1,1,1,1
1535277434.8483989238739013671875, 11,1,1,1,1
1535277434.84854793548583984375, 11,1,1,1,1
1535277434.8486969470977783203125, 11,1,1,1,1
1535277434.848846912384033203125, 11,1,1,1,1
1535277434.8489990234375, 11,1,1,1,1
1535277434.84914493560791015625, 11,1,1,1,1
1535277434.8492949008941650390625, 11,1,1,1,1
1535277434.8494451045989990234375, 11,1,1,1,1
1535277434.858169078826904296875, 11,1,1,1,1
1535277434.8583519458770751953125, 11,1,1,1,1
1535277434.85851001739501953125, 11,1,1,1,1
1535277434.8586618900299072265625, 11,1,1,1,1
1535277434.85881710052490234375, 11,1,1,1,1
1535277434.8589680194854736328125, 11,1,1,1,1
1535277434.8591220378875732421875, 11,1,1,1,1
1535277434.8592751026153564453125, 11,1,1,1,1
1535277434.859428882598876953125, 11,1,1,1,1
1535277434.85958003997802734375, 11,1,1,1,1
1535277434.8597309589385986328125, 11,1,1,1,1
1535277434.8598840236663818359375, 11,1,1,1,1
1535277434.86003589630126953125, 11,1,1,1,1
1535277434.860188007354736328125, 11,1,1,1,1
1535277434.8603379726409912109375, 11,1,1,1,1
1535277434.8604910373687744140625, 11,1,1,1,1
1535277434.860642910003662109375, 11,1,1,1,1
1535277434.8607959747314453125, 11,1,1,1,1
1535277434.8609440326690673828125, 11,1,1,1,1
1535277434.8610980510711669921875, 11,1,1,1,1
1535277434.8612461090087890625, 11,1,1,1,1
1535277434.8613970279693603515625, 11,1,1,1,1
1535277434.87005710601806640625, 11,1,1,1,1
1535277434.8702828884124755859375, 11,1,1,1,1
1535277434.8704459667205810546875, 11,1,1,1,1
1535277434.870603084564208984375, 11,1,1,1,1
1535277434.8707540035247802734375, 11,1,1,1,1
1535277434.8709070682525634765625, 11,1,1,1,1
1535277434.8710610866546630859375, 11,1,1,1,1
1535277434.87121295928955078125, 11,1,1,1,1
1535277434.8713619709014892578125, 11,1,1,1,1
1535277434.8715140819549560546875, 11,1,1,1,1
1535277434.87166690826416015625, 11,1,1,1,1
1535277434.871817111968994140625, 11,1,1,1,1
1535277434.8719699382781982421875, 11,1,1,1,1
1535277434.872119903564453125, 11,1,1,1,1
1535277434.8722689151763916015625, 11,1,1,1,1
1535277434.8724200725555419921875, 11,1,1,1,1
1535277434.8725740909576416015625, 11,1,1,1,1
1535277434.872723102569580078125, 11,1,1,1,1
1535277434.8728730678558349609375, 11,1,1,1,1
1535277434.87302494049072265625, 11,1,1,1,1
1535277434.8731749057769775390625, 11,1,1,1,1
1535277434.8733279705047607421875, 11,1,1,1,1
1535277434.8818569183349609375, 11,1,1,1,1
1535277434.882205963134765625, 11,1,1,1,1
1535277434.882378101348876953125, 11,1,1,1,1
1535277434.8825390338897705078125, 11,1,1,1,1
1535277434.8826940059661865234375, 11,1,1,1,1
1535277434.8828480243682861328125, 11,1,1,1,1
1535277434.8830020427703857421875, 11,1,1,1,1
1535277434.8831551074981689453125, 11,1,1,1,1
1535277434.883306026458740234375, 11,1,1,1,1
1535277434.8834590911865234375, 11,1,1,1,1
1535277434.8836109638214111328125, 11,1,1,1,1
1535277434.8837630748748779296875, 11,1,1,1,1
1535277434.88391590118408203125, 11,1,1,1,1
1535277434.884066104888916015625, 11,1,1,1,1
1535277434.8842179775238037109375, 11,1,1,1,1
1535277434.8843710422515869140625, 11,1,1,1,1
1535277434.884522914886474609375, 11,1,1,1,1
1535277434.884674072265625, 11,1,1,1,1
1535277434.8848259449005126953125, 11,1,1,1,1
1535277434.8849790096282958984375, 11,1,1,1,1
1535277434.8851330280303955078125, 11,1,1,1,1
1535277434.885283946990966796875, 11,1,1,1,1
1535277434.8854339122772216796875, 11,1,1,1,1
1535277434.894133090972900390625, 11,1,1,1,1
1535277434.8945538997650146484375, 11,1,1,1,1
1535277434.8947670459747314453125, 11,1,1,1,1
1535277434.8949310779571533203125, 11,1,1,1,1
1535277434.8950870037078857421875, 11,1,1,1,1
1535277434.8952419757843017578125, 11,1,1,1,1
1535277434.8953950405120849609375, 11,1,1,1,1
1535277434.8955481052398681640625, 11,1,1,1,1
1535277434.895700931549072265625, 11,1,1,1,1
1535277434.89585399627685546875, 11,1,1,1,1
1535277434.8960039615631103515625, 11,1,1,1,1
1535277434.8961560726165771484375, 11,1,1,1,1
1535277434.89630794525146484375, 11,1,1,1,1
1535277434.896461009979248046875, 11,1,1,1,1
1535277434.8966100215911865234375, 11,1,1,1,1
1535277434.8967609405517578125, 11,1,1,1,1
1535277434.8969089984893798828125, 11,1,1,1,1
1535277434.8970611095428466796875, 11,1,1,1,1
1535277434.8972098827362060546875, 11,1,1,1,1
1535277434.8973600864410400390625, 11,1,1,1,1
1535277434.903604030609130859375, 11,1,1,1,1
1535277434.9038829803466796875, 11,1,1,1,1
1535277434.90404796600341796875, 11,1,1,1,1
1535277434.904203891754150390625, 11,1,1,1,1
1535277434.90435791015625, 11,1,1,1,1
1535277434.904510974884033203125, 11,1,1,1,1
1535277434.9046630859375, 11,1,1,1,1
1535277434.90480804443359375, 11,1,1,1,1
1535277434.9049599170684814453125, 11,1,1,1,1
1535277434.9051139354705810546875, 11,1,1,1,1
1535277434.9052670001983642578125, 11,1,1,1,1
1535277434.905416011810302734375, 11,1,1,1,1
