1528147794.49,0.574951171875,0.824462890625,0.012939453125,-11.7416381836,-19.3862915039,3.31115722656
1528147794.5,0.606201171875,0.8037109375,0.005615234375,-11.848449707,-18.7835693359,2.87628173828
1528147794.51,0.623046875,0.784912109375,0.0048828125,-12.580871582,-17.692565918,2.53295898438
1528147794.51,0.636962890625,0.7744140625,0.003173828125,-13.1759643555,-16.471862793,2.55584716797
1528147794.52,0.656494140625,0.764404296875,0.0009765625,-13.9770507812,-14.7705078125,1.65557861328
1528147794.53,0.673095703125,0.7548828125,0.000732421875,-13.3743286133,-12.7792358398,0.770568847656
1528147794.53,0.676025390625,0.748779296875,-0.0048828125,-12.3977661133,-10.9710693359,-0.259399414062
1528147794.54,0.688720703125,0.745849609375,-0.006591796875,-10.0479125977,-7.55310058594,-0.579833984375
1528147794.55,0.6787109375,0.751708984375,-0.016845703125,-8.95690917969,-5.40924072266,0.0839233398438
1528147794.55,0.662109375,0.76025390625,-0.015869140625,-7.58361816406,-8.20922851562,0.282287597656
1528147794.57,0.679443359375,0.776611328125,-0.01806640625,-2.72369384766,3.12805175781,-0.862121582031
1528147794.58,0.648681640625,0.802490234375,-0.031494140625,-1.80816650391,4.69207763672,1.220703125
1528147794.58,0.60205078125,0.833740234375,-0.036865234375,-1.89208984375,4.58526611328,1.74713134766
1528147794.59,0.58642578125,0.8369140625,-0.037353515625,-2.37274169922,4.68444824219,1.84631347656
1528147794.6,0.583984375,0.8349609375,-0.03125,-3.41796875,1.86157226562,1.54876708984
1528147794.6,0.572021484375,0.8359375,-0.0302734375,-4.16564941406,0.526428222656,1.68609619141
1528147794.61,0.55859375,0.845458984375,-0.029296875,-4.84466552734,-2.31170654297,2.16674804688
1528147794.62,0.556640625,0.84912109375,0.007568359375,-5.05828857422,-9.97924804688,3.84521484375
1528147794.63,0.55224609375,0.834716796875,0.01611328125,-3.82232666016,-17.5094604492,4.58526611328
1528147794.64,0.61376953125,0.835205078125,0.0595703125,-1.50299072266,-18.4555053711,4.30297851562
